author,author_link,category,comment_count,content,like_count,link,publish_date,read_count,retweet_count,summary,title
削微寒,https://www.cnblogs.com/xueweihan,博客园文章,0,上周，DeepSeek 发布的开源项目用一个词形容就是：榨干性能！由于篇幅有限，这里仅列出项目名称和简介，感兴趣的同学可以前往 DeepSeek 的开源组织页面，深入探索每个项目的精彩之处！ 第一天 FlashMLA：基于 Hopper GPU 的高效 MLA 解码内核 第二天 DeepEP：专为  ...,0,https://www.cnblogs.com/xueweihan/p/18749754,,0,0,上周，DeepSeek 发布的开源项目用一个词形容就是：榨干性能！由于篇幅有限，这里仅列出项目名称和简介，感兴趣的同学可以前往 DeepSeek 的开源组织页面，深入探索每个项目的精彩之处！ 第一天 FlashMLA：基于 Hopper GPU 的高效 MLA 解码内核 第二天 DeepEP：专为  ...,DeepSeek 开源周回顾「GitHub 热点速览」
SHARP-EYE,https://www.cnblogs.com/sharpeye,博客园文章,0,简单总结一下processing-java.exe的使用，以及和PowerShell结合，如何互相调用和传参。 Processing-java 这是 processing-java.exe 的官方说明: Command line edition for Processing 1295 (Java M ...,0,https://www.cnblogs.com/sharpeye/p/18749012,,0,0,简单总结一下processing-java.exe的使用，以及和PowerShell结合，如何互相调用和传参。 Processing-java 这是 processing-java.exe 的官方说明: Command line edition for Processing 1295 (Java M ...,浅谈processing-java.exe应用程序的使用（与PowerShell的联合）
鹏展-penggeon,https://www.cnblogs.com/penggeon,博客园文章,0,本博客详细介绍了DHT11数字温湿度传感器的工作原理、通信协议及其与STM32的接线方式，并提供了完整的驱动代码与示例程序，帮助读者实现温湿度数据采集与显示，适用于嵌入式开发者学习和参考。 ...,0,https://www.cnblogs.com/penggeon/p/18749612,,0,0,本博客详细介绍了DHT11数字温湿度传感器的工作原理、通信协议及其与STM32的接线方式，并提供了完整的驱动代码与示例程序，帮助读者实现温湿度数据采集与显示，适用于嵌入式开发者学习和参考。 ...,STM32实战——DHT11温湿度获取并展示
Code_Cracke,https://www.cnblogs.com/proer-blog,博客园文章,0,想掌握 Vue3 路由的精髓？这篇文章深入解析了从安装配置到导航操作的完整流程，手把手教你实现声明式与编程式导航，玩转动态路由、嵌套路由和路由守卫。 ...,0,https://www.cnblogs.com/proer-blog/p/18749579,,0,0,想掌握 Vue3 路由的精髓？这篇文章深入解析了从安装配置到导航操作的完整流程，手把手教你实现声明式与编程式导航，玩转动态路由、嵌套路由和路由守卫。 ...,Vue3 路由配置与导航全攻略：从零到精通
荣--,https://www.cnblogs.com/Rong-,博客园文章,0,"目录ZLMediaKit是什么编译安装依赖库构建项目问题处理问题1： srtp 未找到, WebRTC 相关功能打开失败问题2：依赖库问题安装配置和运行问题处理问题1： 无权限监听554端口问题2： 80端口已经被使用推流测试RTSP推流准备准备视频文件安装VLC推流拉流验证问题：拉流失败ZLMed ...",0,https://www.cnblogs.com/Rong-/p/18749517,,0,0,"目录ZLMediaKit是什么编译安装依赖库构建项目问题处理问题1： srtp 未找到, WebRTC 相关功能打开失败问题2：依赖库问题安装配置和运行问题处理问题1： 无权限监听554端口问题2： 80端口已经被使用推流测试RTSP推流准备准备视频文件安装VLC推流拉流验证问题：拉流失败ZLMed ...",ZLMediaKit: 快速入门
东阳马生架构,https://www.cnblogs.com/mjunz,博客园文章,0,大纲 1.Redisson可重入锁RedissonLock概述 2.可重入锁源码之创建RedissonClient实例 3.可重入锁源码之lua脚本加锁逻辑 4.可重入锁源码之WatchDog维持加锁逻辑 5.可重入锁源码之可重入加锁逻辑 6.可重入锁源码之锁的互斥阻塞逻辑 7.可重入锁源码之释放锁 ...,0,https://www.cnblogs.com/mjunz/p/18749444,,0,0,大纲 1.Redisson可重入锁RedissonLock概述 2.可重入锁源码之创建RedissonClient实例 3.可重入锁源码之lua脚本加锁逻辑 4.可重入锁源码之WatchDog维持加锁逻辑 5.可重入锁源码之可重入加锁逻辑 6.可重入锁源码之锁的互斥阻塞逻辑 7.可重入锁源码之释放锁 ...,分布式锁—2.Redisson的可重入锁
罗西的思考,https://www.cnblogs.com/rossiXYZ,博客园文章,0,从零开始解析Transformer，目标是：(1) 解析Transformer如何运作，以及为何如此运作，让新同学可以入门；(2) 力争融入一些比较新的或者有特色的论文或者理念，让老鸟也可以有所收获。 ...,0,https://www.cnblogs.com/rossiXYZ/p/18746838,,0,0,从零开始解析Transformer，目标是：(1) 解析Transformer如何运作，以及为何如此运作，让新同学可以入门；(2) 力争融入一些比较新的或者有特色的论文或者理念，让老鸟也可以有所收获。 ...,探秘Transformer系列之（9）--- 位置编码分类
扛枪的书生,https://www.cnblogs.com/kqdssheng,博客园文章,0,本文通过 Google 翻译 Insecure GUI Applications – Windows Privilege Escalation 这篇文章所产生，本人仅是对机器翻译中部分表达别扭的字词进行了校正及个别注释补充。 导航 0 前言 1 查找高权限的 GUI 程序 2 从不安全的 GUI 程 ...,0,https://www.cnblogs.com/kqdssheng/p/18748804,,0,0,本文通过 Google 翻译 Insecure GUI Applications – Windows Privilege Escalation 这篇文章所产生，本人仅是对机器翻译中部分表达别扭的字词进行了校正及个别注释补充。 导航 0 前言 1 查找高权限的 GUI 程序 2 从不安全的 GUI 程 ...,Windows 提权-不安全的 GUI 程序
IT规划师,https://www.cnblogs.com/hugogoos,博客园文章,0,.NET10预览版发布，含C#14预览版。安装需下载SDK，创建.NET10类库需开启预览版SDK功能。C#14新增field关键字、nameof表达式支持未绑定泛型、Span隐式转换等功能。测试代码已上传至代码库。 ...,0,https://www.cnblogs.com/hugogoos/p/18748741,,0,0,.NET10预览版发布，含C#14预览版。安装需下载SDK，创建.NET10类库需开启预览版SDK功能。C#14新增field关键字、nameof表达式支持未绑定泛型、Span隐式转换等功能。测试代码已上传至代码库。 ...,.NET10 - 预览版1新功能体验（一）
明理,https://www.cnblogs.com/Honsen,博客园文章,0,"算子var_threshold 名称 var_threshold — 通过局部均值和标准差分析对图像进行阈值处理。 签名 var_threshold(Image : Region : MaskWidth, MaskHeight, StdDevScale, AbsThreshold, LightDar ...",0,https://www.cnblogs.com/Honsen/p/18748736,,0,0,"算子var_threshold 名称 var_threshold — 通过局部均值和标准差分析对图像进行阈值处理。 签名 var_threshold(Image : Region : MaskWidth, MaskHeight, StdDevScale, AbsThreshold, LightDar ...",算子var_threshold
张善友,https://www.cnblogs.com/shanyou,博客园文章,0,MCP（Model Context Protocol）协议是一种由Anthropic推出的开放协议，旨在实现大型语言模型（LLM）与外部数据源和工具之间的无缝集成。简要对比分析三个.NET的MCP项目（MCPSharp、mcpdotnet、ModelContextProtocol.NET）如下：1. ...,0,https://www.cnblogs.com/shanyou/p/18748718,,0,0,MCP（Model Context Protocol）协议是一种由Anthropic推出的开放协议，旨在实现大型语言模型（LLM）与外部数据源和工具之间的无缝集成。简要对比分析三个.NET的MCP项目（MCPSharp、mcpdotnet、ModelContextProtocol.NET）如下：1. ...,.NET MCP项目对比分析：MCPSharp、mcpdotnet与ModelContextProtocol.NET
SHARP-EYE,https://www.cnblogs.com/sharpeye,博客园文章,0,Windows任务计划程序（Windows Task Scheduler）是Windows操作系统中的一项系统工具，它允许用户安排自动执行的任务。通过任务计划程序，用户可以设定特定的时间或条件来运行各种脚本、程序或任务，例如系统维护、数据备份、软件更新等。要实现每天能更换桌面壁纸，使用它是一个很好的 ...,0,https://www.cnblogs.com/sharpeye/p/18748536,,0,0,Windows任务计划程序（Windows Task Scheduler）是Windows操作系统中的一项系统工具，它允许用户安排自动执行的任务。通过任务计划程序，用户可以设定特定的时间或条件来运行各种脚本、程序或任务，例如系统维护、数据备份、软件更新等。要实现每天能更换桌面壁纸，使用它是一个很好的 ...,使用Windows任务计划程序实现每天更换一张Processing创意桌面壁纸
DECHIN,https://www.cnblogs.com/dechinphy,博客园文章,0,以学习CUDA为目的，接上一篇关于Cython与CUDA架构下的Gather算子实现，这里我们加一个Batch的维度，做一个BatchGather的简单实现。 ...,0,https://www.cnblogs.com/dechinphy/p/18748323/cython-cuda-batchgather,,0,0,以学习CUDA为目的，接上一篇关于Cython与CUDA架构下的Gather算子实现，这里我们加一个Batch的维度，做一个BatchGather的简单实现。 ...,Cython与CUDA之BatchGather
rongjv,https://www.cnblogs.com/rongjv,博客园文章,0,前言 本文是关于iced库的部件介绍，iced库是基于rust的GUI库，作者自述是受Elm启发。 iced目前的版本是0.13.1，相较于此前的0.12版本，有较大改动。 本合集是基于新版本的关于分部件（widget）的使用介绍，包括源代码介绍、实例使用等。 环境配置 系统：window10 平台 ...,0,https://www.cnblogs.com/rongjv/p/18733614/imagebrowser,,0,0,前言 本文是关于iced库的部件介绍，iced库是基于rust的GUI库，作者自述是受Elm启发。 iced目前的版本是0.13.1，相较于此前的0.12版本，有较大改动。 本合集是基于新版本的关于分部件（widget）的使用介绍，包括源代码介绍、实例使用等。 环境配置 系统：window10 平台 ...,[rustGUI][iced]基于rust的GUI库iced（0.13）的部件学习（06）：基于iced实现一个简单的图片浏览器
Florian,https://www.cnblogs.com/fanzhidongyzby,博客园文章,0,通过结合图处理和流处理技术，蚂蚁图计算开源的GeaFlow引擎实现了动态图上的增量计算，大幅提升大规模实时图计算效率，适用于复杂图数据分析场景。 ...,0,https://www.cnblogs.com/fanzhidongyzby/p/18748303/stream2graph,,0,0,通过结合图处理和流处理技术，蚂蚁图计算开源的GeaFlow引擎实现了动态图上的增量计算，大幅提升大规模实时图计算效率，适用于复杂图数据分析场景。 ...,Stream4Graph：动态图上的增量计算
一线码农,https://www.cnblogs.com/huangxincheng,博客园文章,0,"一：背景 1. 讲故事 好久没写文章了，还是来写一点吧，今年准备多写一点 Linux平台上的东西，这篇从 C# 调用 C 这个例子开始。在 windows 平台上，我们常常在 C++ 代码中用 extern ""C"" 导出 C风格 的函数，然后在 C# 中用 DllImport 的方式引入，那在 Li ...",0,https://www.cnblogs.com/huangxincheng/p/18748086,,0,0,"一：背景 1. 讲故事 好久没写文章了，还是来写一点吧，今年准备多写一点 Linux平台上的东西，这篇从 C# 调用 C 这个例子开始。在 windows 平台上，我们常常在 C++ 代码中用 extern ""C"" 导出 C风格 的函数，然后在 C# 中用 DllImport 的方式引入，那在 Li ...",Linux系列：如何用 C#调用 C方法造成内存泄露
朝野布告,https://www.cnblogs.com/huangsheng,博客园文章,0,前情 我们有个海外的项目，一共70个服务，前前后后花了超过一年时间完成了云服务迁移和架构调整。主要是架构调整了，原来的docker swarm托管服务，几台云服务器将n个服务堆在一起，只会对服务器资源做整体监控，服务器没事没人管单个服务的内存情况。新架构对单个服务改动不大，但外部相关架构则改头换面了 ...,0,https://www.cnblogs.com/huangsheng/p/18731382,,0,0,前情 我们有个海外的项目，一共70个服务，前前后后花了超过一年时间完成了云服务迁移和架构调整。主要是架构调整了，原来的docker swarm托管服务，几台云服务器将n个服务堆在一起，只会对服务器资源做整体监控，服务器没事没人管单个服务的内存情况。新架构对单个服务改动不大，但外部相关架构则改头换面了 ...,记一次.NET内存居高不下排查解决与启示
叫我安不理,https://www.cnblogs.com/lmy5215006,博客园文章,0,简介 数据结构的本质，只有两种结构，数组与链表。其它的都是它的衍生与组合 算法的本质就是穷举。 数组 数组可以分为两大类，静态数组与动态数组。 静态数组的本质是一段连续的内存，因为是连续的，所以我们可以采用偏移量的方式来对元素实现快速访问。 而动态数组则是对静态数组的封装，使得更加方便操作元素。有了 ...,0,https://www.cnblogs.com/lmy5215006/p/18736066,,0,0,简介 数据结构的本质，只有两种结构，数组与链表。其它的都是它的衍生与组合 算法的本质就是穷举。 数组 数组可以分为两大类，静态数组与动态数组。 静态数组的本质是一段连续的内存，因为是连续的，所以我们可以采用偏移量的方式来对元素实现快速访问。 而动态数组则是对静态数组的封装，使得更加方便操作元素。有了 ...,重生之数据结构与算法----数组&链表
萧少聪Scott,https://www.cnblogs.com/scottsiu,博客园文章,0,DeepSeek 正通过 smallpond（一种新的、简单的分布式计算方法）推动 DuckDB 超越其单节点的局限。然而，我们也需要探讨，解决了横向扩展的挑战后，会不会是带来新的权衡问题呢？ 译者序：DuckDB 是一款基于 PostgreSQL 语法生态的分析型嵌入式数据库，是近年来数据库圈的新 ...,0,https://www.cnblogs.com/scottsiu/p/18747993,,0,0,DeepSeek 正通过 smallpond（一种新的、简单的分布式计算方法）推动 DuckDB 超越其单节点的局限。然而，我们也需要探讨，解决了横向扩展的挑战后，会不会是带来新的权衡问题呢？ 译者序：DuckDB 是一款基于 PostgreSQL 语法生态的分析型嵌入式数据库，是近年来数据库圈的新 ...,[译] DeepSeek开源smallpond开启DuckDB分布式之旅
饭勺oO,https://www.cnblogs.com/fanshaoO,博客园文章,0,"AI对话就像中医把脉，得慢慢调 各位""AI驯兽师""们好！想象一下你第一次去老中医馆：大夫不会直接开药，而是先问""哪里不舒服？""→ 把脉看舌苔→调整药方→复诊观察。AI对话修正也是这个理儿！ • 初诊阶段：AI给出第一版回答（相当于大夫号脉） • 复诊环节：你指出""舌苔发黄""（数据错误）或""脉象 ...",0,https://www.cnblogs.com/fanshaoO/p/18745242,,0,0,"AI对话就像中医把脉，得慢慢调 各位""AI驯兽师""们好！想象一下你第一次去老中医馆：大夫不会直接开药，而是先问""哪里不舒服？""→ 把脉看舌苔→调整药方→复诊观察。AI对话修正也是这个理儿！ • 初诊阶段：AI给出第一版回答（相当于大夫号脉） • 复诊环节：你指出""舌苔发黄""（数据错误）或""脉象 ...",精准度提升：反馈修正机制实战指南
削微寒,https://www.cnblogs.com/xueweihan,博客园文章,0,上周，DeepSeek 发布的开源项目用一个词形容就是：榨干性能！由于篇幅有限，这里仅列出项目名称和简介，感兴趣的同学可以前往 DeepSeek 的开源组织页面，深入探索每个项目的精彩之处！ 第一天 FlashMLA：基于 Hopper GPU 的高效 MLA 解码内核 第二天 DeepEP：专为  ...,0,https://www.cnblogs.com/xueweihan/p/18749754,,0,0,上周，DeepSeek 发布的开源项目用一个词形容就是：榨干性能！由于篇幅有限，这里仅列出项目名称和简介，感兴趣的同学可以前往 DeepSeek 的开源组织页面，深入探索每个项目的精彩之处！ 第一天 FlashMLA：基于 Hopper GPU 的高效 MLA 解码内核 第二天 DeepEP：专为  ...,DeepSeek 开源周回顾「GitHub 热点速览」
SHARP-EYE,https://www.cnblogs.com/sharpeye,博客园文章,0,简单总结一下processing-java.exe的使用，以及和PowerShell结合，如何互相调用和传参。 Processing-java 这是 processing-java.exe 的官方说明: Command line edition for Processing 1295 (Java M ...,0,https://www.cnblogs.com/sharpeye/p/18749012,,0,0,简单总结一下processing-java.exe的使用，以及和PowerShell结合，如何互相调用和传参。 Processing-java 这是 processing-java.exe 的官方说明: Command line edition for Processing 1295 (Java M ...,浅谈processing-java.exe应用程序的使用（与PowerShell的联合）
鹏展-penggeon,https://www.cnblogs.com/penggeon,博客园文章,0,本博客详细介绍了DHT11数字温湿度传感器的工作原理、通信协议及其与STM32的接线方式，并提供了完整的驱动代码与示例程序，帮助读者实现温湿度数据采集与显示，适用于嵌入式开发者学习和参考。 ...,0,https://www.cnblogs.com/penggeon/p/18749612,,0,0,本博客详细介绍了DHT11数字温湿度传感器的工作原理、通信协议及其与STM32的接线方式，并提供了完整的驱动代码与示例程序，帮助读者实现温湿度数据采集与显示，适用于嵌入式开发者学习和参考。 ...,STM32实战——DHT11温湿度获取并展示
Code_Cracke,https://www.cnblogs.com/proer-blog,博客园文章,0,想掌握 Vue3 路由的精髓？这篇文章深入解析了从安装配置到导航操作的完整流程，手把手教你实现声明式与编程式导航，玩转动态路由、嵌套路由和路由守卫。 ...,0,https://www.cnblogs.com/proer-blog/p/18749579,,0,0,想掌握 Vue3 路由的精髓？这篇文章深入解析了从安装配置到导航操作的完整流程，手把手教你实现声明式与编程式导航，玩转动态路由、嵌套路由和路由守卫。 ...,Vue3 路由配置与导航全攻略：从零到精通
荣--,https://www.cnblogs.com/Rong-,博客园文章,0,"目录ZLMediaKit是什么编译安装依赖库构建项目问题处理问题1： srtp 未找到, WebRTC 相关功能打开失败问题2：依赖库问题安装配置和运行问题处理问题1： 无权限监听554端口问题2： 80端口已经被使用推流测试RTSP推流准备准备视频文件安装VLC推流拉流验证问题：拉流失败ZLMed ...",0,https://www.cnblogs.com/Rong-/p/18749517,,0,0,"目录ZLMediaKit是什么编译安装依赖库构建项目问题处理问题1： srtp 未找到, WebRTC 相关功能打开失败问题2：依赖库问题安装配置和运行问题处理问题1： 无权限监听554端口问题2： 80端口已经被使用推流测试RTSP推流准备准备视频文件安装VLC推流拉流验证问题：拉流失败ZLMed ...",ZLMediaKit: 快速入门
东阳马生架构,https://www.cnblogs.com/mjunz,博客园文章,0,大纲 1.Redisson可重入锁RedissonLock概述 2.可重入锁源码之创建RedissonClient实例 3.可重入锁源码之lua脚本加锁逻辑 4.可重入锁源码之WatchDog维持加锁逻辑 5.可重入锁源码之可重入加锁逻辑 6.可重入锁源码之锁的互斥阻塞逻辑 7.可重入锁源码之释放锁 ...,0,https://www.cnblogs.com/mjunz/p/18749444,,0,0,大纲 1.Redisson可重入锁RedissonLock概述 2.可重入锁源码之创建RedissonClient实例 3.可重入锁源码之lua脚本加锁逻辑 4.可重入锁源码之WatchDog维持加锁逻辑 5.可重入锁源码之可重入加锁逻辑 6.可重入锁源码之锁的互斥阻塞逻辑 7.可重入锁源码之释放锁 ...,分布式锁—2.Redisson的可重入锁
罗西的思考,https://www.cnblogs.com/rossiXYZ,博客园文章,0,从零开始解析Transformer，目标是：(1) 解析Transformer如何运作，以及为何如此运作，让新同学可以入门；(2) 力争融入一些比较新的或者有特色的论文或者理念，让老鸟也可以有所收获。 ...,0,https://www.cnblogs.com/rossiXYZ/p/18746838,,0,0,从零开始解析Transformer，目标是：(1) 解析Transformer如何运作，以及为何如此运作，让新同学可以入门；(2) 力争融入一些比较新的或者有特色的论文或者理念，让老鸟也可以有所收获。 ...,探秘Transformer系列之（9）--- 位置编码分类
扛枪的书生,https://www.cnblogs.com/kqdssheng,博客园文章,0,本文通过 Google 翻译 Insecure GUI Applications – Windows Privilege Escalation 这篇文章所产生，本人仅是对机器翻译中部分表达别扭的字词进行了校正及个别注释补充。 导航 0 前言 1 查找高权限的 GUI 程序 2 从不安全的 GUI 程 ...,0,https://www.cnblogs.com/kqdssheng/p/18748804,,0,0,本文通过 Google 翻译 Insecure GUI Applications – Windows Privilege Escalation 这篇文章所产生，本人仅是对机器翻译中部分表达别扭的字词进行了校正及个别注释补充。 导航 0 前言 1 查找高权限的 GUI 程序 2 从不安全的 GUI 程 ...,Windows 提权-不安全的 GUI 程序
IT规划师,https://www.cnblogs.com/hugogoos,博客园文章,0,.NET10预览版发布，含C#14预览版。安装需下载SDK，创建.NET10类库需开启预览版SDK功能。C#14新增field关键字、nameof表达式支持未绑定泛型、Span隐式转换等功能。测试代码已上传至代码库。 ...,0,https://www.cnblogs.com/hugogoos/p/18748741,,0,0,.NET10预览版发布，含C#14预览版。安装需下载SDK，创建.NET10类库需开启预览版SDK功能。C#14新增field关键字、nameof表达式支持未绑定泛型、Span隐式转换等功能。测试代码已上传至代码库。 ...,.NET10 - 预览版1新功能体验（一）
明理,https://www.cnblogs.com/Honsen,博客园文章,0,"算子var_threshold 名称 var_threshold — 通过局部均值和标准差分析对图像进行阈值处理。 签名 var_threshold(Image : Region : MaskWidth, MaskHeight, StdDevScale, AbsThreshold, LightDar ...",0,https://www.cnblogs.com/Honsen/p/18748736,,0,0,"算子var_threshold 名称 var_threshold — 通过局部均值和标准差分析对图像进行阈值处理。 签名 var_threshold(Image : Region : MaskWidth, MaskHeight, StdDevScale, AbsThreshold, LightDar ...",算子var_threshold
张善友,https://www.cnblogs.com/shanyou,博客园文章,0,MCP（Model Context Protocol）协议是一种由Anthropic推出的开放协议，旨在实现大型语言模型（LLM）与外部数据源和工具之间的无缝集成。简要对比分析三个.NET的MCP项目（MCPSharp、mcpdotnet、ModelContextProtocol.NET）如下：1. ...,0,https://www.cnblogs.com/shanyou/p/18748718,,0,0,MCP（Model Context Protocol）协议是一种由Anthropic推出的开放协议，旨在实现大型语言模型（LLM）与外部数据源和工具之间的无缝集成。简要对比分析三个.NET的MCP项目（MCPSharp、mcpdotnet、ModelContextProtocol.NET）如下：1. ...,.NET MCP项目对比分析：MCPSharp、mcpdotnet与ModelContextProtocol.NET
SHARP-EYE,https://www.cnblogs.com/sharpeye,博客园文章,0,Windows任务计划程序（Windows Task Scheduler）是Windows操作系统中的一项系统工具，它允许用户安排自动执行的任务。通过任务计划程序，用户可以设定特定的时间或条件来运行各种脚本、程序或任务，例如系统维护、数据备份、软件更新等。要实现每天能更换桌面壁纸，使用它是一个很好的 ...,0,https://www.cnblogs.com/sharpeye/p/18748536,,0,0,Windows任务计划程序（Windows Task Scheduler）是Windows操作系统中的一项系统工具，它允许用户安排自动执行的任务。通过任务计划程序，用户可以设定特定的时间或条件来运行各种脚本、程序或任务，例如系统维护、数据备份、软件更新等。要实现每天能更换桌面壁纸，使用它是一个很好的 ...,使用Windows任务计划程序实现每天更换一张Processing创意桌面壁纸
DECHIN,https://www.cnblogs.com/dechinphy,博客园文章,0,以学习CUDA为目的，接上一篇关于Cython与CUDA架构下的Gather算子实现，这里我们加一个Batch的维度，做一个BatchGather的简单实现。 ...,0,https://www.cnblogs.com/dechinphy/p/18748323/cython-cuda-batchgather,,0,0,以学习CUDA为目的，接上一篇关于Cython与CUDA架构下的Gather算子实现，这里我们加一个Batch的维度，做一个BatchGather的简单实现。 ...,Cython与CUDA之BatchGather
rongjv,https://www.cnblogs.com/rongjv,博客园文章,0,前言 本文是关于iced库的部件介绍，iced库是基于rust的GUI库，作者自述是受Elm启发。 iced目前的版本是0.13.1，相较于此前的0.12版本，有较大改动。 本合集是基于新版本的关于分部件（widget）的使用介绍，包括源代码介绍、实例使用等。 环境配置 系统：window10 平台 ...,0,https://www.cnblogs.com/rongjv/p/18733614/imagebrowser,,0,0,前言 本文是关于iced库的部件介绍，iced库是基于rust的GUI库，作者自述是受Elm启发。 iced目前的版本是0.13.1，相较于此前的0.12版本，有较大改动。 本合集是基于新版本的关于分部件（widget）的使用介绍，包括源代码介绍、实例使用等。 环境配置 系统：window10 平台 ...,[rustGUI][iced]基于rust的GUI库iced（0.13）的部件学习（06）：基于iced实现一个简单的图片浏览器
Florian,https://www.cnblogs.com/fanzhidongyzby,博客园文章,0,通过结合图处理和流处理技术，蚂蚁图计算开源的GeaFlow引擎实现了动态图上的增量计算，大幅提升大规模实时图计算效率，适用于复杂图数据分析场景。 ...,0,https://www.cnblogs.com/fanzhidongyzby/p/18748303/stream2graph,,0,0,通过结合图处理和流处理技术，蚂蚁图计算开源的GeaFlow引擎实现了动态图上的增量计算，大幅提升大规模实时图计算效率，适用于复杂图数据分析场景。 ...,Stream4Graph：动态图上的增量计算
一线码农,https://www.cnblogs.com/huangxincheng,博客园文章,0,"一：背景 1. 讲故事 好久没写文章了，还是来写一点吧，今年准备多写一点 Linux平台上的东西，这篇从 C# 调用 C 这个例子开始。在 windows 平台上，我们常常在 C++ 代码中用 extern ""C"" 导出 C风格 的函数，然后在 C# 中用 DllImport 的方式引入，那在 Li ...",0,https://www.cnblogs.com/huangxincheng/p/18748086,,0,0,"一：背景 1. 讲故事 好久没写文章了，还是来写一点吧，今年准备多写一点 Linux平台上的东西，这篇从 C# 调用 C 这个例子开始。在 windows 平台上，我们常常在 C++ 代码中用 extern ""C"" 导出 C风格 的函数，然后在 C# 中用 DllImport 的方式引入，那在 Li ...",Linux系列：如何用 C#调用 C方法造成内存泄露
朝野布告,https://www.cnblogs.com/huangsheng,博客园文章,0,前情 我们有个海外的项目，一共70个服务，前前后后花了超过一年时间完成了云服务迁移和架构调整。主要是架构调整了，原来的docker swarm托管服务，几台云服务器将n个服务堆在一起，只会对服务器资源做整体监控，服务器没事没人管单个服务的内存情况。新架构对单个服务改动不大，但外部相关架构则改头换面了 ...,0,https://www.cnblogs.com/huangsheng/p/18731382,,0,0,前情 我们有个海外的项目，一共70个服务，前前后后花了超过一年时间完成了云服务迁移和架构调整。主要是架构调整了，原来的docker swarm托管服务，几台云服务器将n个服务堆在一起，只会对服务器资源做整体监控，服务器没事没人管单个服务的内存情况。新架构对单个服务改动不大，但外部相关架构则改头换面了 ...,记一次.NET内存居高不下排查解决与启示
叫我安不理,https://www.cnblogs.com/lmy5215006,博客园文章,0,简介 数据结构的本质，只有两种结构，数组与链表。其它的都是它的衍生与组合 算法的本质就是穷举。 数组 数组可以分为两大类，静态数组与动态数组。 静态数组的本质是一段连续的内存，因为是连续的，所以我们可以采用偏移量的方式来对元素实现快速访问。 而动态数组则是对静态数组的封装，使得更加方便操作元素。有了 ...,0,https://www.cnblogs.com/lmy5215006/p/18736066,,0,0,简介 数据结构的本质，只有两种结构，数组与链表。其它的都是它的衍生与组合 算法的本质就是穷举。 数组 数组可以分为两大类，静态数组与动态数组。 静态数组的本质是一段连续的内存，因为是连续的，所以我们可以采用偏移量的方式来对元素实现快速访问。 而动态数组则是对静态数组的封装，使得更加方便操作元素。有了 ...,重生之数据结构与算法----数组&链表
萧少聪Scott,https://www.cnblogs.com/scottsiu,博客园文章,0,DeepSeek 正通过 smallpond（一种新的、简单的分布式计算方法）推动 DuckDB 超越其单节点的局限。然而，我们也需要探讨，解决了横向扩展的挑战后，会不会是带来新的权衡问题呢？ 译者序：DuckDB 是一款基于 PostgreSQL 语法生态的分析型嵌入式数据库，是近年来数据库圈的新 ...,0,https://www.cnblogs.com/scottsiu/p/18747993,,0,0,DeepSeek 正通过 smallpond（一种新的、简单的分布式计算方法）推动 DuckDB 超越其单节点的局限。然而，我们也需要探讨，解决了横向扩展的挑战后，会不会是带来新的权衡问题呢？ 译者序：DuckDB 是一款基于 PostgreSQL 语法生态的分析型嵌入式数据库，是近年来数据库圈的新 ...,[译] DeepSeek开源smallpond开启DuckDB分布式之旅
饭勺oO,https://www.cnblogs.com/fanshaoO,博客园文章,0,"AI对话就像中医把脉，得慢慢调 各位""AI驯兽师""们好！想象一下你第一次去老中医馆：大夫不会直接开药，而是先问""哪里不舒服？""→ 把脉看舌苔→调整药方→复诊观察。AI对话修正也是这个理儿！ • 初诊阶段：AI给出第一版回答（相当于大夫号脉） • 复诊环节：你指出""舌苔发黄""（数据错误）或""脉象 ...",0,https://www.cnblogs.com/fanshaoO/p/18745242,,0,0,"AI对话就像中医把脉，得慢慢调 各位""AI驯兽师""们好！想象一下你第一次去老中医馆：大夫不会直接开药，而是先问""哪里不舒服？""→ 把脉看舌苔→调整药方→复诊观察。AI对话修正也是这个理儿！ • 初诊阶段：AI给出第一版回答（相当于大夫号脉） • 复诊环节：你指出""舌苔发黄""（数据错误）或""脉象 ...",精准度提升：反馈修正机制实战指南
削微寒,https://www.cnblogs.com/xueweihan,博客园文章,0,上周，DeepSeek 发布的开源项目用一个词形容就是：榨干性能！由于篇幅有限，这里仅列出项目名称和简介，感兴趣的同学可以前往 DeepSeek 的开源组织页面，深入探索每个项目的精彩之处！ 第一天 FlashMLA：基于 Hopper GPU 的高效 MLA 解码内核 第二天 DeepEP：专为  ...,0,https://www.cnblogs.com/xueweihan/p/18749754,,0,0,上周，DeepSeek 发布的开源项目用一个词形容就是：榨干性能！由于篇幅有限，这里仅列出项目名称和简介，感兴趣的同学可以前往 DeepSeek 的开源组织页面，深入探索每个项目的精彩之处！ 第一天 FlashMLA：基于 Hopper GPU 的高效 MLA 解码内核 第二天 DeepEP：专为  ...,DeepSeek 开源周回顾「GitHub 热点速览」
